"label","n","parent","id"
"Hungary",42,"total  -   Fantasy","total  -   Fantasy  -  Hungary"
"Hungary",7,"total  -   Film Noir","total  -   Film Noir  -  Hungary"
"Hungary",7,"total  -   Game Show","total  -   Game Show  -  Hungary"
"Hungary",2,"total  -   History","total  -   History  -  Hungary"
"Hungary",35,"total  -   Horror","total  -   Horror  -  Hungary"
"Hungary",3,"total  -   Music","total  -   Music  -  Hungary"
"Hungary",52,"total  -   Mystery","total  -   Mystery  -  Hungary"
"Hungary",7,"total  -   Reality TV","total  -   Reality TV  -  Hungary"
"Hungary",80,"total  -   Romance","total  -   Romance  -  Hungary"
"Hungary",11,"total  -   Sci Fi","total  -   Sci Fi  -  Hungary"
"Hungary",4,"total  -   Short","total  -   Short  -  Hungary"
"Hungary",18,"total  -   Sport","total  -   Sport  -  Hungary"
"Hungary",14,"total  -   Talk Show","total  -   Talk Show  -  Hungary"
"Hungary",53,"total  -   Thriller","total  -   Thriller  -  Hungary"
"Hungary",3,"total  -   War","total  -   War  -  Hungary"
"Hungary",4,"total  -   Western","total  -   Western  -  Hungary"
"Iceland",180,"total  -   Action","total  -   Action  -  Iceland"
"Iceland",2,"total  -   Adult","total  -   Adult  -  Iceland"
"Iceland",124,"total  -   Adventure","total  -   Adventure  -  Iceland"
"Iceland",53,"total  -   Animation","total  -   Animation  -  Iceland"
"Iceland",13,"total  -   Biography","total  -   Biography  -  Iceland"
"Iceland",198,"total  -   Comedy","total  -   Comedy  -  Iceland"
"Iceland",134,"total  -   Crime","total  -   Crime  -  Iceland"
"Iceland",36,"total  -   Documentary","total  -   Documentary  -  Iceland"
"Iceland",279,"total  -   Drama","total  -   Drama  -  Iceland"
"Iceland",25,"total  -   Family","total  -   Family  -  Iceland"
"Iceland",27,"total  -   Fantasy","total  -   Fantasy  -  Iceland"
"Iceland",5,"total  -   Film Noir","total  -   Film Noir  -  Iceland"
"Iceland",14,"total  -   Game Show","total  -   Game Show  -  Iceland"
"Iceland",3,"total  -   History","total  -   History  -  Iceland"
"Iceland",27,"total  -   Horror","total  -   Horror  -  Iceland"
"Iceland",5,"total  -   Music","total  -   Music  -  Iceland"
"Iceland",51,"total  -   Mystery","total  -   Mystery  -  Iceland"
"Iceland",34,"total  -   Reality TV","total  -   Reality TV  -  Iceland"
"Iceland",76,"total  -   Romance","total  -   Romance  -  Iceland"
"Iceland",52,"total  -   Sci Fi","total  -   Sci Fi  -  Iceland"
"Iceland",4,"total  -   Short","total  -   Short  -  Iceland"
"Iceland",14,"total  -   Sport","total  -   Sport  -  Iceland"
"Iceland",8,"total  -   Talk Show","total  -   Talk Show  -  Iceland"
"Iceland",51,"total  -   Thriller","total  -   Thriller  -  Iceland"
"Iceland",5,"total  -   War","total  -   War  -  Iceland"
"Iceland",2,"total  -   Western","total  -   Western  -  Iceland"
"India",266,"total  -   Action","total  -   Action  -  India"
"India",1,"total  -   Adult","total  -   Adult  -  India"
"India",80,"total  -   Adventure","total  -   Adventure  -  India"
"India",12,"total  -   Animation","total  -   Animation  -  India"
"India",1,"total  -   Biography","total  -   Biography  -  India"
"India",186,"total  -   Comedy","total  -   Comedy  -  India"
"India",201,"total  -   Crime","total  -   Crime  -  India"
"India",21,"total  -   Documentary","total  -   Documentary  -  India"
"India",355,"total  -   Drama","total  -   Drama  -  India"
"India",10,"total  -   Family","total  -   Family  -  India"
"India",44,"total  -   Fantasy","total  -   Fantasy  -  India"
"India",4,"total  -   Film Noir","total  -   Film Noir  -  India"
"India",6,"total  -   Game Show","total  -   Game Show  -  India"
"India",29,"total  -   Horror","total  -   Horror  -  India"
"India",2,"total  -   Musical","total  -   Musical  -  India"
"India",71,"total  -   Mystery","total  -   Mystery  -  India"
"India",4,"total  -   Reality TV","total  -   Reality TV  -  India"
"India",78,"total  -   Romance","total  -   Romance  -  India"
"India",19,"total  -   Sci Fi","total  -   Sci Fi  -  India"
"India",3,"total  -   Short","total  -   Short  -  India"
"India",5,"total  -   Sport","total  -   Sport  -  India"
"India",7,"total  -   Talk Show","total  -   Talk Show  -  India"
"India",75,"total  -   Thriller","total  -   Thriller  -  India"
"India",1,"total  -   War","total  -   War  -  India"
"Indonesia",201,"total  -   Action","total  -   Action  -  Indonesia"
"Indonesia",1,"total  -   Adult","total  -   Adult  -  Indonesia"
"Indonesia",95,"total  -   Adventure","total  -   Adventure  -  Indonesia"
"Indonesia",19,"total  -   Animation","total  -   Animation  -  Indonesia"
"Indonesia",9,"total  -   Biography","total  -   Biography  -  Indonesia"
"Indonesia",188,"total  -   Comedy","total  -   Comedy  -  Indonesia"
"Indonesia",137,"total  -   Crime","total  -   Crime  -  Indonesia"
"Indonesia",16,"total  -   Documentary","total  -   Documentary  -  Indonesia"
"Indonesia",331,"total  -   Drama","total  -   Drama  -  Indonesia"
"Indonesia",12,"total  -   Family","total  -   Family  -  Indonesia"
"Indonesia",49,"total  -   Fantasy","total  -   Fantasy  -  Indonesia"
"Indonesia",5,"total  -   Film Noir","total  -   Film Noir  -  Indonesia"
"Indonesia",8,"total  -   History","total  -   History  -  Indonesia"
"Indonesia",47,"total  -   Horror","total  -   Horror  -  Indonesia"
"Indonesia",2,"total  -   Music","total  -   Music  -  Indonesia"
"Indonesia",79,"total  -   Mystery","total  -   Mystery  -  Indonesia"
"Indonesia",3,"total  -   Reality TV","total  -   Reality TV  -  Indonesia"
"Indonesia",99,"total  -   Romance","total  -   Romance  -  Indonesia"
"Indonesia",44,"total  -   Sci Fi","total  -   Sci Fi  -  Indonesia"
"Indonesia",1,"total  -   Short","total  -   Short  -  Indonesia"
"Indonesia",8,"total  -   Sport","total  -   Sport  -  Indonesia"
"Indonesia",5,"total  -   Talk Show","total  -   Talk Show  -  Indonesia"
"Indonesia",88,"total  -   Thriller","total  -   Thriller  -  Indonesia"
"Indonesia",4,"total  -   War","total  -   War  -  Indonesia"
"Ireland",144,"total  -   Action","total  -   Action  -  Ireland"
"Ireland",1,"total  -   Adult","total  -   Adult  -  Ireland"
"Ireland",129,"total  -   Adventure","total  -   Adventure  -  Ireland"
"Ireland",66,"total  -   Animation","total  -   Animation  -  Ireland"
"Ireland",26,"total  -   Biography","total  -   Biography  -  Ireland"
"Ireland",212,"total  -   Comedy","total  -   Comedy  -  Ireland"
"Ireland",121,"total  -   Crime","total  -   Crime  -  Ireland"
"Ireland",35,"total  -   Documentary","total  -   Documentary  -  Ireland"
"Ireland",279,"total  -   Drama","total  -   Drama  -  Ireland"
"Ireland",28,"total  -   Family","total  -   Family  -  Ireland"
"Ireland",17,"total  -   Fantasy","total  -   Fantasy  -  Ireland"
"Ireland",5,"total  -   Film Noir","total  -   Film Noir  -  Ireland"
"Ireland",4,"total  -   Game Show","total  -   Game Show  -  Ireland"
"Ireland",5,"total  -   History","total  -   History  -  Ireland"
"Ireland",23,"total  -   Horror","total  -   Horror  -  Ireland"
"Ireland",6,"total  -   Music","total  -   Music  -  Ireland"
"Ireland",2,"total  -   Musical","total  -   Musical  -  Ireland"
"Ireland",38,"total  -   Mystery","total  -   Mystery  -  Ireland"
"Ireland",19,"total  -   Reality TV","total  -   Reality TV  -  Ireland"
"Ireland",80,"total  -   Romance","total  -   Romance  -  Ireland"
"Ireland",30,"total  -   Sci Fi","total  -   Sci Fi  -  Ireland"
"Ireland",2,"total  -   Short","total  -   Short  -  Ireland"
"Ireland",16,"total  -   Sport","total  -   Sport  -  Ireland"
"Ireland",8,"total  -   Talk Show","total  -   Talk Show  -  Ireland"
"Ireland",53,"total  -   Thriller","total  -   Thriller  -  Ireland"
"Ireland",6,"total  -   War","total  -   War  -  Ireland"
"Ireland",4,"total  -   Western","total  -   Western  -  Ireland"
"Israel",188,"total  -   Action","total  -   Action  -  Israel"
"Israel",4,"total  -   Adult","total  -   Adult  -  Israel"
"Israel",114,"total  -   Adventure","total  -   Adventure  -  Israel"
"Israel",55,"total  -   Animation","total  -   Animation  -  Israel"
"Israel",5,"total  -   Biography","total  -   Biography  -  Israel"
"Israel",186,"total  -   Comedy","total  -   Comedy  -  Israel"
"Israel",119,"total  -   Crime","total  -   Crime  -  Israel"
"Israel",31,"total  -   Documentary","total  -   Documentary  -  Israel"
"Israel",318,"total  -   Drama","total  -   Drama  -  Israel"
"Israel",16,"total  -   Family","total  -   Family  -  Israel"
"Israel",21,"total  -   Fantasy","total  -   Fantasy  -  Israel"
"Israel",5,"total  -   Film Noir","total  -   Film Noir  -  Israel"
"Israel",11,"total  -   Game Show","total  -   Game Show  -  Israel"
"Israel",2,"total  -   History","total  -   History  -  Israel"
"Israel",14,"total  -   Horror","total  -   Horror  -  Israel"
"Israel",2,"total  -   Music","total  -   Music  -  Israel"
"Israel",38,"total  -   Mystery","total  -   Mystery  -  Israel"
"Israel",16,"total  -   Reality TV","total  -   Reality TV  -  Israel"
"Israel",81,"total  -   Romance","total  -   Romance  -  Israel"
"Israel",36,"total  -   Sci Fi","total  -   Sci Fi  -  Israel"
"Israel",3,"total  -   Short","total  -   Short  -  Israel"
"Israel",18,"total  -   Sport","total  -   Sport  -  Israel"
"Israel",9,"total  -   Talk Show","total  -   Talk Show  -  Israel"
"Israel",73,"total  -   Thriller","total  -   Thriller  -  Israel"
"Israel",5,"total  -   War","total  -   War  -  Israel"
"Israel",5,"total  -   Western","total  -   Western  -  Israel"
"Italy",167,"total  -   Action","total  -   Action  -  Italy"
"Italy",3,"total  -   Adult","total  -   Adult  -  Italy"
"Italy",86,"total  -   Adventure","total  -   Adventure  -  Italy"
"Italy",26,"total  -   Animation","total  -   Animation  -  Italy"
"Italy",11,"total  -   Biography","total  -   Biography  -  Italy"
"Italy",172,"total  -   Comedy","total  -   Comedy  -  Italy"
"Italy",144,"total  -   Crime","total  -   Crime  -  Italy"
"Italy",23,"total  -   Documentary","total  -   Documentary  -  Italy"
"Italy",351,"total  -   Drama","total  -   Drama  -  Italy"
"Italy",17,"total  -   Family","total  -   Family  -  Italy"
"Italy",44,"total  -   Fantasy","total  -   Fantasy  -  Italy"
"Italy",5,"total  -   Film Noir","total  -   Film Noir  -  Italy"
"Italy",6,"total  -   Game Show","total  -   Game Show  -  Italy"
"Italy",2,"total  -   History","total  -   History  -  Italy"
"Italy",36,"total  -   Horror","total  -   Horror  -  Italy"
"Italy",8,"total  -   Music","total  -   Music  -  Italy"
"Italy",71,"total  -   Mystery","total  -   Mystery  -  Italy"
"Italy",7,"total  -   Reality TV","total  -   Reality TV  -  Italy"
"Italy",80,"total  -   Romance","total  -   Romance  -  Italy"
"Italy",37,"total  -   Sci Fi","total  -   Sci Fi  -  Italy"
"Italy",3,"total  -   Short","total  -   Short  -  Italy"
"Italy",19,"total  -   Sport","total  -   Sport  -  Italy"
"Italy",11,"total  -   Talk Show","total  -   Talk Show  -  Italy"
"Italy",55,"total  -   Thriller","total  -   Thriller  -  Italy"
"Italy",3,"total  -   War","total  -   War  -  Italy"
"Italy",4,"total  -   Western","total  -   Western  -  Italy"
"Jamaica",226,"total  -   Action","total  -   Action  -  Jamaica"
"Jamaica",4,"total  -   Adult","total  -   Adult  -  Jamaica"
"Jamaica",113,"total  -   Adventure","total  -   Adventure  -  Jamaica"
"Jamaica",77,"total  -   Animation","total  -   Animation  -  Jamaica"
"Jamaica",4,"total  -   Biography","total  -   Biography  -  Jamaica"
"Jamaica",189,"total  -   Comedy","total  -   Comedy  -  Jamaica"
"Jamaica",136,"total  -   Crime","total  -   Crime  -  Jamaica"
"Jamaica",14,"total  -   Documentary","total  -   Documentary  -  Jamaica"
"Jamaica",296,"total  -   Drama","total  -   Drama  -  Jamaica"
"Jamaica",32,"total  -   Family","total  -   Family  -  Jamaica"
"Jamaica",49,"total  -   Fantasy","total  -   Fantasy  -  Jamaica"
"Jamaica",5,"total  -   Film Noir","total  -   Film Noir  -  Jamaica"
"Jamaica",4,"total  -   Game Show","total  -   Game Show  -  Jamaica"
"Jamaica",31,"total  -   Horror","total  -   Horror  -  Jamaica"
"Jamaica",6,"total  -   Music","total  -   Music  -  Jamaica"
"Jamaica",39,"total  -   Mystery","total  -   Mystery  -  Jamaica"
"Jamaica",8,"total  -   Reality TV","total  -   Reality TV  -  Jamaica"
"Jamaica",66,"total  -   Romance","total  -   Romance  -  Jamaica"
"Jamaica",24,"total  -   Sci Fi","total  -   Sci Fi  -  Jamaica"
"Jamaica",2,"total  -   Short","total  -   Short  -  Jamaica"
"Jamaica",15,"total  -   Sport","total  -   Sport  -  Jamaica"
"Jamaica",6,"total  -   Talk Show","total  -   Talk Show  -  Jamaica"
"Jamaica",88,"total  -   Thriller","total  -   Thriller  -  Jamaica"
"Jamaica",2,"total  -   War","total  -   War  -  Jamaica"
"Jamaica",1,"total  -   Western","total  -   Western  -  Jamaica"
"Japan",219,"total  -   Action","total  -   Action  -  Japan"
"Japan",1,"total  -   Adult","total  -   Adult  -  Japan"
"Japan",148,"total  -   Adventure","total  -   Adventure  -  Japan"
"Japan",95,"total  -   Animation","total  -   Animation  -  Japan"
"Japan",5,"total  -   Biography","total  -   Biography  -  Japan"
"Japan",165,"total  -   Comedy","total  -   Comedy  -  Japan"
"Japan",97,"total  -   Crime","total  -   Crime  -  Japan"
"Japan",7,"total  -   Documentary","total  -   Documentary  -  Japan"
"Japan",272,"total  -   Drama","total  -   Drama  -  Japan"
"Japan",14,"total  -   Family","total  -   Family  -  Japan"
"Japan",31,"total  -   Fantasy","total  -   Fantasy  -  Japan"
"Japan",3,"total  -   Film Noir","total  -   Film Noir  -  Japan"
"Japan",7,"total  -   History","total  -   History  -  Japan"
"Japan",39,"total  -   Horror","total  -   Horror  -  Japan"
"Japan",4,"total  -   Music","total  -   Music  -  Japan"
"Japan",1,"total  -   Musical","total  -   Musical  -  Japan"
"Japan",43,"total  -   Mystery","total  -   Mystery  -  Japan"
"Japan",167,"total  -   Romance","total  -   Romance  -  Japan"
"Japan",35,"total  -   Sci Fi","total  -   Sci Fi  -  Japan"
"Japan",3,"total  -   Sport","total  -   Sport  -  Japan"
"Japan",1,"total  -   Talk Show","total  -   Talk Show  -  Japan"
"Japan",67,"total  -   Thriller","total  -   Thriller  -  Japan"
"Japan",4,"total  -   War","total  -   War  -  Japan"
"Jordan",210,"total  -   Action","total  -   Action  -  Jordan"
"Jordan",4,"total  -   Adult","total  -   Adult  -  Jordan"
"Jordan",100,"total  -   Adventure","total  -   Adventure  -  Jordan"
"Jordan",33,"total  -   Animation","total  -   Animation  -  Jordan"
"Jordan",13,"total  -   Biography","total  -   Biography  -  Jordan"
"Jordan",237,"total  -   Comedy","total  -   Comedy  -  Jordan"
"Jordan",129,"total  -   Crime","total  -   Crime  -  Jordan"
"Jordan",14,"total  -   Documentary","total  -   Documentary  -  Jordan"
"Jordan",282,"total  -   Drama","total  -   Drama  -  Jordan"
"Jordan",15,"total  -   Family","total  -   Family  -  Jordan"
"Jordan",34,"total  -   Fantasy","total  -   Fantasy  -  Jordan"
"Jordan",8,"total  -   Film Noir","total  -   Film Noir  -  Jordan"
"Jordan",5,"total  -   Game Show","total  -   Game Show  -  Jordan"
"Jordan",2,"total  -   History","total  -   History  -  Jordan"
"Jordan",27,"total  -   Horror","total  -   Horror  -  Jordan"
"Jordan",43,"total  -   Mystery","total  -   Mystery  -  Jordan"
"Jordan",7,"total  -   Reality TV","total  -   Reality TV  -  Jordan"
"Jordan",154,"total  -   Romance","total  -   Romance  -  Jordan"
"Jordan",27,"total  -   Sci Fi","total  -   Sci Fi  -  Jordan"
"Jordan",1,"total  -   Short","total  -   Short  -  Jordan"
"Jordan",8,"total  -   Sport","total  -   Sport  -  Jordan"
"Jordan",9,"total  -   Talk Show","total  -   Talk Show  -  Jordan"
"Jordan",65,"total  -   Thriller","total  -   Thriller  -  Jordan"
"Jordan",3,"total  -   War","total  -   War  -  Jordan"
"Jordan",3,"total  -   Western","total  -   Western  -  Jordan"
"Kenya",200,"total  -   Action","total  -   Action  -  Kenya"
"Kenya",4,"total  -   Adult","total  -   Adult  -  Kenya"
"Kenya",90,"total  -   Adventure","total  -   Adventure  -  Kenya"
"Kenya",28,"total  -   Animation","total  -   Animation  -  Kenya"
"Kenya",7,"total  -   Biography","total  -   Biography  -  Kenya"
"Kenya",197,"total  -   Comedy","total  -   Comedy  -  Kenya"
"Kenya",125,"total  -   Crime","total  -   Crime  -  Kenya"
"Kenya",24,"total  -   Documentary","total  -   Documentary  -  Kenya"
"Kenya",320,"total  -   Drama","total  -   Drama  -  Kenya"
"Kenya",15,"total  -   Family","total  -   Family  -  Kenya"
"Kenya",32,"total  -   Fantasy","total  -   Fantasy  -  Kenya"
"Kenya",6,"total  -   Film Noir","total  -   Film Noir  -  Kenya"
"Kenya",12,"total  -   Game Show","total  -   Game Show  -  Kenya"
"Kenya",3,"total  -   History","total  -   History  -  Kenya"
"Kenya",22,"total  -   Horror","total  -   Horror  -  Kenya"
"Kenya",3,"total  -   Music","total  -   Music  -  Kenya"
"Kenya",54,"total  -   Mystery","total  -   Mystery  -  Kenya"
"Kenya",20,"total  -   Reality TV","total  -   Reality TV  -  Kenya"
"Kenya",81,"total  -   Romance","total  -   Romance  -  Kenya"
"Kenya",34,"total  -   Sci Fi","total  -   Sci Fi  -  Kenya"
"Kenya",2,"total  -   Short","total  -   Short  -  Kenya"
"Kenya",14,"total  -   Sport","total  -   Sport  -  Kenya"
"Kenya",8,"total  -   Talk Show","total  -   Talk Show  -  Kenya"
"Kenya",68,"total  -   Thriller","total  -   Thriller  -  Kenya"
"Kenya",1,"total  -   War","total  -   War  -  Kenya"
"Kenya",2,"total  -   Western","total  -   Western  -  Kenya"
"Kuwait",224,"total  -   Action","total  -   Action  -  Kuwait"
"Kuwait",2,"total  -   Adult","total  -   Adult  -  Kuwait"
"Kuwait",129,"total  -   Adventure","total  -   Adventure  -  Kuwait"
"Kuwait",55,"total  -   Animation","total  -   Animation  -  Kuwait"
"Kuwait",11,"total  -   Biography","total  -   Biography  -  Kuwait"
"Kuwait",167,"total  -   Comedy","total  -   Comedy  -  Kuwait"
"Kuwait",125,"total  -   Crime","total  -   Crime  -  Kuwait"
"Kuwait",17,"total  -   Documentary","total  -   Documentary  -  Kuwait"
"Kuwait",303,"total  -   Drama","total  -   Drama  -  Kuwait"
"Kuwait",28,"total  -   Family","total  -   Family  -  Kuwait"
"Kuwait",43,"total  -   Fantasy","total  -   Fantasy  -  Kuwait"
"Kuwait",7,"total  -   Film Noir","total  -   Film Noir  -  Kuwait"
"Kuwait",8,"total  -   Game Show","total  -   Game Show  -  Kuwait"
"Kuwait",3,"total  -   History","total  -   History  -  Kuwait"
"Kuwait",35,"total  -   Horror","total  -   Horror  -  Kuwait"
"Kuwait",1,"total  -   Music","total  -   Music  -  Kuwait"
"Kuwait",55,"total  -   Mystery","total  -   Mystery  -  Kuwait"
"Kuwait",10,"total  -   Reality TV","total  -   Reality TV  -  Kuwait"
"Kuwait",66,"total  -   Romance","total  -   Romance  -  Kuwait"
"Kuwait",26,"total  -   Sci Fi","total  -   Sci Fi  -  Kuwait"
"Kuwait",3,"total  -   Short","total  -   Short  -  Kuwait"
"Kuwait",10,"total  -   Sport","total  -   Sport  -  Kuwait"
"Kuwait",10,"total  -   Talk Show","total  -   Talk Show  -  Kuwait"
"Kuwait",83,"total  -   Thriller","total  -   Thriller  -  Kuwait"
"Kuwait",3,"total  -   War","total  -   War  -  Kuwait"
"Kuwait",3,"total  -   Western","total  -   Western  -  Kuwait"
"Latvia",171,"total  -   Action","total  -   Action  -  Latvia"
"Latvia",1,"total  -   Adult","total  -   Adult  -  Latvia"
"Latvia",141,"total  -   Adventure","total  -   Adventure  -  Latvia"
"Latvia",79,"total  -   Animation","total  -   Animation  -  Latvia"
"Latvia",7,"total  -   Biography","total  -   Biography  -  Latvia"
"Latvia",245,"total  -   Comedy","total  -   Comedy  -  Latvia"
"Latvia",113,"total  -   Crime","total  -   Crime  -  Latvia"
"Latvia",27,"total  -   Documentary","total  -   Documentary  -  Latvia"
"Latvia",262,"total  -   Drama","total  -   Drama  -  Latvia"
"Latvia",23,"total  -   Family","total  -   Family  -  Latvia"
"Latvia",33,"total  -   Fantasy","total  -   Fantasy  -  Latvia"
"Latvia",6,"total  -   Film Noir","total  -   Film Noir  -  Latvia"
"Latvia",12,"total  -   Game Show","total  -   Game Show  -  Latvia"
"Latvia",1,"total  -   History","total  -   History  -  Latvia"
"Latvia",29,"total  -   Horror","total  -   Horror  -  Latvia"
"Latvia",2,"total  -   Music","total  -   Music  -  Latvia"
"Latvia",62,"total  -   Mystery","total  -   Mystery  -  Latvia"
"Latvia",15,"total  -   Reality TV","total  -   Reality TV  -  Latvia"
"Latvia",82,"total  -   Romance","total  -   Romance  -  Latvia"
"Latvia",54,"total  -   Sci Fi","total  -   Sci Fi  -  Latvia"
"Latvia",3,"total  -   Short","total  -   Short  -  Latvia"
"Latvia",12,"total  -   Sport","total  -   Sport  -  Latvia"
"Latvia",9,"total  -   Talk Show","total  -   Talk Show  -  Latvia"
"Latvia",48,"total  -   Thriller","total  -   Thriller  -  Latvia"
"Latvia",2,"total  -   War","total  -   War  -  Latvia"
"Latvia",3,"total  -   Western","total  -   Western  -  Latvia"
"Lebanon",202,"total  -   Action","total  -   Action  -  Lebanon"
"Lebanon",5,"total  -   Adult","total  -   Adult  -  Lebanon"
"Lebanon",100,"total  -   Adventure","total  -   Adventure  -  Lebanon"
"Lebanon",25,"total  -   Animation","total  -   Animation  -  Lebanon"
"Lebanon",12,"total  -   Biography","total  -   Biography  -  Lebanon"
"Lebanon",178,"total  -   Comedy","total  -   Comedy  -  Lebanon"
"Lebanon",140,"total  -   Crime","total  -   Crime  -  Lebanon"
"Lebanon",20,"total  -   Documentary","total  -   Documentary  -  Lebanon"
"Lebanon",354,"total  -   Drama","total  -   Drama  -  Lebanon"
"Lebanon",18,"total  -   Family","total  -   Family  -  Lebanon"
"Lebanon",48,"total  -   Fantasy","total  -   Fantasy  -  Lebanon"
"Lebanon",7,"total  -   Film Noir","total  -   Film Noir  -  Lebanon"
"Lebanon",8,"total  -   Game Show","total  -   Game Show  -  Lebanon"
"Lebanon",1,"total  -   History","total  -   History  -  Lebanon"
"Lebanon",23,"total  -   Horror","total  -   Horror  -  Lebanon"
"Lebanon",2,"total  -   Music","total  -   Music  -  Lebanon"
"Lebanon",39,"total  -   Mystery","total  -   Mystery  -  Lebanon"
"Lebanon",10,"total  -   Reality TV","total  -   Reality TV  -  Lebanon"
"Lebanon",99,"total  -   Romance","total  -   Romance  -  Lebanon"
"Lebanon",27,"total  -   Sci Fi","total  -   Sci Fi  -  Lebanon"
"Lebanon",3,"total  -   Short","total  -   Short  -  Lebanon"
"Lebanon",12,"total  -   Sport","total  -   Sport  -  Lebanon"
"Lebanon",11,"total  -   Talk Show","total  -   Talk Show  -  Lebanon"
"Lebanon",77,"total  -   Thriller","total  -   Thriller  -  Lebanon"
"Lebanon",3,"total  -   War","total  -   War  -  Lebanon"
"Lebanon",3,"total  -   Western","total  -   Western  -  Lebanon"
"Lithuania",146,"total  -   Action","total  -   Action  -  Lithuania"
"Lithuania",2,"total  -   Adult","total  -   Adult  -  Lithuania"
"Lithuania",100,"total  -   Adventure","total  -   Adventure  -  Lithuania"
"Lithuania",50,"total  -   Animation","total  -   Animation  -  Lithuania"
"Lithuania",11,"total  -   Biography","total  -   Biography  -  Lithuania"
"Lithuania",226,"total  -   Comedy","total  -   Comedy  -  Lithuania"
"Lithuania",122,"total  -   Crime","total  -   Crime  -  Lithuania"
"Lithuania",30,"total  -   Documentary","total  -   Documentary  -  Lithuania"
"Lithuania",254,"total  -   Drama","total  -   Drama  -  Lithuania"
"Lithuania",22,"total  -   Family","total  -   Family  -  Lithuania"
"Lithuania",32,"total  -   Fantasy","total  -   Fantasy  -  Lithuania"
"Lithuania",7,"total  -   Film Noir","total  -   Film Noir  -  Lithuania"
"Lithuania",12,"total  -   Game Show","total  -   Game Show  -  Lithuania"
"Lithuania",1,"total  -   History","total  -   History  -  Lithuania"
"Lithuania",34,"total  -   Horror","total  -   Horror  -  Lithuania"
"Lithuania",3,"total  -   Music","total  -   Music  -  Lithuania"
"Lithuania",49,"total  -   Mystery","total  -   Mystery  -  Lithuania"
"Lithuania",13,"total  -   Reality TV","total  -   Reality TV  -  Lithuania"
"Lithuania",99,"total  -   Romance","total  -   Romance  -  Lithuania"
"Lithuania",38,"total  -   Sci Fi","total  -   Sci Fi  -  Lithuania"
"Lithuania",2,"total  -   Short","total  -   Short  -  Lithuania"
"Lithuania",13,"total  -   Sport","total  -   Sport  -  Lithuania"
"Lithuania",7,"total  -   Talk Show","total  -   Talk Show  -  Lithuania"
"Lithuania",53,"total  -   Thriller","total  -   Thriller  -  Lithuania"
"Lithuania",3,"total  -   War","total  -   War  -  Lithuania"
"Lithuania",4,"total  -   Western","total  -   Western  -  Lithuania"
"Luxembourg",175,"total  -   Action","total  -   Action  -  Luxembourg"
"Luxembourg",4,"total  -   Adult","total  -   Adult  -  Luxembourg"
"Luxembourg",124,"total  -   Adventure","total  -   Adventure  -  Luxembourg"
"Luxembourg",53,"total  -   Animation","total  -   Animation  -  Luxembourg"
"Luxembourg",7,"total  -   Biography","total  -   Biography  -  Luxembourg"
"Luxembourg",183,"total  -   Comedy","total  -   Comedy  -  Luxembourg"
"Luxembourg",137,"total  -   Crime","total  -   Crime  -  Luxembourg"
"Luxembourg",25,"total  -   Documentary","total  -   Documentary  -  Luxembourg"
"Luxembourg",325,"total  -   Drama","total  -   Drama  -  Luxembourg"
"Luxembourg",35,"total  -   Family","total  -   Family  -  Luxembourg"
"Luxembourg",47,"total  -   Fantasy","total  -   Fantasy  -  Luxembourg"
"Luxembourg",6,"total  -   Film Noir","total  -   Film Noir  -  Luxembourg"
"Luxembourg",7,"total  -   Game Show","total  -   Game Show  -  Luxembourg"
"Luxembourg",2,"total  -   History","total  -   History  -  Luxembourg"
"Luxembourg",30,"total  -   Horror","total  -   Horror  -  Luxembourg"
"Luxembourg",20,"total  -   Music","total  -   Music  -  Luxembourg"
"Luxembourg",50,"total  -   Mystery","total  -   Mystery  -  Luxembourg"
"Luxembourg",11,"total  -   Reality TV","total  -   Reality TV  -  Luxembourg"
"Luxembourg",86,"total  -   Romance","total  -   Romance  -  Luxembourg"
"Luxembourg",22,"total  -   Sci Fi","total  -   Sci Fi  -  Luxembourg"
"Luxembourg",2,"total  -   Short","total  -   Short  -  Luxembourg"
"Luxembourg",20,"total  -   Sport","total  -   Sport  -  Luxembourg"
"Luxembourg",10,"total  -   Talk Show","total  -   Talk Show  -  Luxembourg"
"Luxembourg",63,"total  -   Thriller","total  -   Thriller  -  Luxembourg"
"Luxembourg",3,"total  -   War","total  -   War  -  Luxembourg"
"Luxembourg",4,"total  -   Western","total  -   Western  -  Luxembourg"
"Malaysia",218,"total  -   Action","total  -   Action  -  Malaysia"
"Malaysia",1,"total  -   Adult","total  -   Adult  -  Malaysia"
"Malaysia",118,"total  -   Adventure","total  -   Adventure  -  Malaysia"
"Malaysia",41,"total  -   Animation","total  -   Animation  -  Malaysia"
"Malaysia",2,"total  -   Biography","total  -   Biography  -  Malaysia"
"Malaysia",201,"total  -   Comedy","total  -   Comedy  -  Malaysia"
"Malaysia",140,"total  -   Crime","total  -   Crime  -  Malaysia"
"Malaysia",11,"total  -   Documentary","total  -   Documentary  -  Malaysia"
"Malaysia",317,"total  -   Drama","total  -   Drama  -  Malaysia"
"Malaysia",14,"total  -   Family","total  -   Family  -  Malaysia"
"Malaysia",50,"total  -   Fantasy","total  -   Fantasy  -  Malaysia"
"Malaysia",5,"total  -   Film Noir","total  -   Film Noir  -  Malaysia"
"Malaysia",2,"total  -   Game Show","total  -   Game Show  -  Malaysia"
"Malaysia",6,"total  -   History","total  -   History  -  Malaysia"
